gauge_id,EventRR,RR_seasonality,Recession_a_seasonality,AverageStorage,RecessionParametersAlpha,RecessionParametersBeta,RecessionParametersT0,BaseflowRecessionK,FirstRecessionSlope,MidRecessionSlope,EventRR_TotalRR_Ratio,VariabilityIndex
3237500,0.3002,0.48595,3.9145,183.88,0.4339,1.9144,5.5136,0.26523,1.0695,0.30563,0.81309,0.76024
3238500,0.33323,0.5326,2.4495,156.63,0.76105,1.9046,4.9568,0.43206,1.8801,0.39623,0.84463,0.7515
3241500,0.22026,0.59709,1.8917,146.59,0.17571,2.339,12.499,0.13712,0.93945,0.17626,0.62203,0.47155
3280700,0.21584,0.57455,2.7226,287.31,0.21621,1.9552,7.2751,0.19006,1.1916,0.22127,0.64958,0.54361
3281100,0.2098,0.47867,3.2278,326.31,0.23415,1.7407,7.6936,0.2112,1.0431,0.26094,0.67959,1.0445
3281500,0.2402,0.50861,2.63,218.61,0.26084,1.9083,5.7967,0.20109,1.7079,0.22272,0.65344,0.58985
3285000,0.28062,0.48147,3.8113,190.95,0.27582,1.7165,5.467,0.23533,0.80739,0.26354,0.70237,0.73248
3291780,0.31501,0.60465,4.1105,144.26,0.3446,1.725,5.4818,0.31949,0.94133,0.33604,0.75344,0.92916
3300400,0.29669,0.51408,3.7609,166.81,0.31738,1.825,7.0322,0.25074,1.3,0.25653,0.7509,0.88314
3338780,0.2413,0.6141,2.093,124.55,0.18735,2.356,11.819,0.15167,0.77685,0.32417,0.5919,0.54862
3340800,0.21508,0.60166,2.1467,150.17,0.25602,2.3198,11.698,0.15969,1.3739,0.47109,0.62929,0.60339
3346000,0.21802,0.65073,2.69,201.67,0.88697,2.1327,6.1216,0.27828,0.92293,0.2337,0.69219,0.7483
3357350,0.23909,0.55156,2.8902,140.07,0.24227,1.8504,7.3705,0.25925,1.4183,0.28377,0.65305,0.59227
3364500,0.24021,0.61744,2.9382,166.28,0.2497,2.0257,8.0211,0.2496,1.6571,0.26548,0.66689,0.70639
3366500,0.28074,0.56477,2.7466,203.54,0.56683,2.057,5.2781,0.24897,1.1051,0.2712,0.75002,0.67225
3368000,0.30064,0.60444,3.4502,145.42,0.58583,1.8702,6.1941,0.3662,0.90111,0.39202,0.73929,0.88404
3384450,0.25365,0.57859,3.4954,266.51,0.30824,1.8117,7.9255,0.23681,2.3147,0.66221,0.69776,0.91219
3439000,0.35207,0.75927,0.82442,302.6,0.0015009,4.5185,34.296,0.055152,1.3137,0.11507,0.60891,0.22679
3450000,0.26656,0.70128,1.9267,216.23,0.068436,2.2415,10.948,0.14373,0.54836,0.15034,0.5772,0.38013
3455500,0.37984,0.62258,1.0835,177.3,0.006888,3.4547,21.806,0.089317,0.98907,0.26735,0.65382,0.27227
3456500,0.31781,0.63673,1.0282,215.89,0.014852,2.9418,24.361,0.079265,1.2759,0.29708,0.58502,0.28414
3460000,0.29708,0.66212,1.0161,148.6,0.02107,2.8278,21.828,0.069507,0.38046,0.11141,0.61039,0.24378
3463300,0.39875,0.79294,0.95827,115.33,0.015894,3.0606,18.082,0.10003,0.48624,0.13697,0.59457,0.28823
3471500,0.22318,0.64304,0.77356,142.71,0.062859,2.6097,19.139,0.079112,0.37532,0.14919,0.57727,0.30404
3473000,0.25553,0.6577,0.87269,142.77,0.080464,2.6639,13.898,0.092751,0.44112,0.1049,0.61424,0.31304
3479000,0.27537,0.63691,1.1984,179.19,0.048557,3.0004,17.593,0.098198,0.77948,0.2509,0.60992,0.28309
3488000,0.25242,0.54295,1.4366,142.08,0.13792,2.4365,11.42,0.11538,0.69941,0.25127,0.66426,0.40402
3498500,0.26682,0.61774,1.3329,224.38,0.080672,2.7674,11.442,0.09634,0.8245,0.1759,0.64009,0.32962
3500000,0.29034,0.8342,1.2362,309.91,0.0032609,4.7118,31.099,0.051693,0.57459,0.11963,0.605,0.24194
3500240,0.27556,0.78272,1.0218,269.13,0.0071787,4.2929,30.733,0.066769,0.32419,0.13657,0.60807,0.26121
3504000,0.40908,0.79598,1.099,207.39,0.0027926,3.8846,30.365,0.054056,0.79506,0.20012,0.62176,0.24466
3574500,0.28316,0.43957,2.7355,219.63,0.16383,2.2788,8.9398,0.15815,0.61365,0.17909,0.62928,0.6279
3592718,0.23133,0.63216,1.7841,229.92,0.17691,2.8638,9.4972,0.19294,0.96833,0.28639,0.62711,0.3791
3604000,0.21141,0.73115,0.56531,318.49,0.058931,3.38,21.682,0.074185,1.3336,0.4505,0.54112,0.24972
4015330,0.27037,1.2008,2.5603,135.82,0.35862,1.8878,7.8716,0.1806,0.39095,0.14005,0.60425,0.52183
4024430,0.16966,0.91255,1.4598,115.89,0.22265,2.1645,13.086,0.12577,0.48155,0.19489,0.47014,0.39725
4027000,0.18363,1.0483,1.2691,138.68,0.22076,2.396,12.605,0.11672,0.52109,0.17905,0.49962,0.31094
4040500,0.21612,1.4313,2.6807,145.84,0.15726,1.7669,9.5995,0.12648,0.33433,0.13926,0.51855,0.37401
4043050,0.29309,1.5182,1.4371,122.1,0.095302,2.6397,19.878,0.12966,0.33129,0.16656,0.46035,0.26724
4045500,0.17291,1.2059,1.692,242.57,0.084931,1.9378,15.956,0.071668,0.027247,0.077946,0.43929,0.26729
4056500,0.19602,1.0693,1.053,161.99,0.060525,3.52,25.613,0.045182,0.061987,0.02774,0.41206,0.22085
4057510,0.1608,1.0296,1.2771,143.68,0.10656,2.5647,16.484,0.07186,0.10899,0.064925,0.43391,0.2519
4057800,0.20684,1.5913,2.2329,140,0.11806,2.0528,13.77,0.11225,0.41311,0.20656,0.50021,0.32345
4059500,0.1341,1.343,2.2842,146.19,0.15314,1.7219,11.252,0.083401,0.095819,0.13046,0.43651,0.39512
4063700,0.12825,1.0878,1.2851,131.5,0.14672,2.0094,14.332,0.087101,0.13244,0.082084,0.44131,0.28031
4074950,0.137,0.66471,0.52475,110.69,0.099011,3.3418,21.365,0.056619,0.051036,0.078236,0.39156,0.16395
4105700,0.16471,0.6524,0.83356,131.48,0.065877,3.1912,15.365,0.064818,0.40443,0.12321,0.44162,0.13294
4115265,0.14416,0.62746,1.0623,104.51,0.13317,3.7407,18.766,0.10077,0.81183,0.31241,0.46793,0.16251
4122200,0.15936,0.69757,0.47815,151.03,0.062013,5.9185,32.798,0.0375,0.11884,0.072672,0.39995,0.14062
4122500,0.16125,0.70929,0.40957,152.23,0.044327,6.2441,36.278,0.036146,0.2036,0.068097,0.38715,0.13203
4124000,0.18882,0.76377,0.61803,119.88,0.015591,7.9315,41.892,0.032147,0.12373,0.072278,0.39917,0.080618
4127918,0.20709,1.1272,0.95023,229.01,0.16506,2.953,17.167,0.10607,0.30615,0.16348,0.58499,0.26815
4127997,0.17982,0.81325,0.78812,128.69,0.03538,8.1112,35.402,0.043155,0.24543,0.083181,0.43074,0.075956
4161580,0.11045,0.56223,2.136,177.67,0.18332,1.8597,9.4149,0.17771,0.31712,0.16269,0.44072,0.33403
4185000,0.1762,0.45938,2.4533,135.02,0.31833,2.1113,8.3656,0.16328,0.26338,0.17222,0.50004,0.52913
4196800,0.22406,0.45053,2.6593,165.91,0.53217,1.6923,5.7776,0.28599,0.71299,0.31346,0.64246,0.77772
4197100,0.25591,0.42759,2.7055,181.92,0.51486,1.7237,6.191,0.25206,0.56298,0.28429,0.75513,0.70475
4197170,0.28077,0.45299,1.4506,160.98,0.92902,2.2604,8.9852,0.29204,1.2227,0.28492,0.8378,0.52667
4213000,0.37032,0.39686,2.3138,142,0.30402,2.043,4.4226,0.21871,0.46926,0.16138,0.73254,0.57051
4213075,0.31092,0.45727,1.4128,206.67,0.22176,2.6701,6.9521,0.19493,2.5508,0.26446,0.68198,0.37461
4216418,0.27959,0.49106,2.3543,159.07,0.15227,2.5098,8.0796,0.15916,1.5118,0.47905,0.60462,0.41299
4221000,0.25701,0.52269,1.968,183.43,0.12295,2.0674,10.394,0.11817,0.44251,0.14043,0.61821,0.45036
4224775,0.22236,0.51505,1.6268,133.85,0.16192,2.3558,10.617,0.14603,0.52102,0.18021,0.56949,0.40433
4233000,0.22576,0.55955,2.0066,168.21,0.13756,2.4914,10.953,0.13111,0.90497,0.16811,0.54833,0.37341
4256000,0.4266,0.85106,1.2577,167.19,0.074323,2.593,8.7864,0.12922,0.47976,0.1812,0.67663,0.3066
4296000,0.32438,0.94306,1.3672,191.79,0.12528,2.4451,8.4216,0.12884,0.27201,0.20044,0.66679,0.33567
5056000,0.02467,1.0688,2.7575,115.12,0.23938,1.6374,17.566,0.10797,0.040293,0.12812,0.22152,0.58211
5057000,0.031012,1.1743,2.6557,122.4,0.29425,1.8199,20.88,0.090584,0.085945,0.12503,0.24966,0.50111
5057200,0.020654,0.79271,3.4698,137.24,0.25178,1.5808,13.654,0.10895,0.17823,0.11087,0.22764,0.59687
5062500,0.062582,0.82113,1.8229,146.65,0.14887,1.9773,23.958,0.066255,0.25368,0.10126,0.35305,0.4186
5087500,0.065341,1.5498,3.1725,125.59,0.26448,1.4262,14.97,0.1792,0.45715,0.17692,0.35248,0.84639
5120500,0.013461,1.0675,5.1077,146.65,0.17653,1.3706,15.322,0.1108,0.19012,0.087259,0.21355,0.84368
5123400,0.020061,3.0786,4.6337,99.301,0.071153,0.92094,11.723,0.097362,0.061284,0.16266,0.29747,1.0842
5129115,0.12711,0.92918,1.8633,151.94,0.050743,1.9836,31.254,0.042683,0.04098,0.077505,0.39072,0.33352
5131500,0.13179,1.1671,1.8236,128.31,0.14433,1.7899,15.352,0.068497,0.10956,0.050137,0.45217,0.45582
5291000,0.047638,0.81991,2.1109,128.06,0.61267,2.1106,23.396,0.13963,1.1741,0.38016,0.37289,0.4877
5362000,0.18543,0.85747,1.7337,160.43,0.25308,1.9403,10.359,0.14425,0.27171,0.17609,0.53412,0.42106
5393500,0.2517,0.96585,1.7673,120.21,0.21421,1.9001,10.132,0.14178,0.32353,0.10751,0.58458,0.42023
5399500,0.17794,0.71281,2.1428,142.31,0.51706,1.7888,7.673,0.25212,0.47129,0.17831,0.59448,0.54069
5408000,0.11316,0.50141,1.4649,146.54,0.52107,5.8585,36.762,0.07552,0.52463,0.22954,0.41737,0.12329
5412500,0.14539,0.78323,1.2478,128.66,0.13382,2.888,27.563,0.077337,0.8684,0.17811,0.4862,0.3126
5413500,0.1121,0.53733,1.4627,168.84,0.35758,5.834,32.267,0.096211,0.90142,0.26139,0.43295,0.17082
5414000,0.1226,0.61377,0.98444,166.72,0.22227,5.1196,29.281,0.10857,0.28655,0.087202,0.45041,0.19112
5444000,0.14817,0.65692,1.2323,205.47,0.13343,3.987,42.763,0.077716,0.89533,0.1043,0.50544,0.24563
5454000,0.1666,0.76478,2.7156,166.09,0.16299,2.0076,14.888,0.16727,0.82858,0.19847,0.59702,0.64368
5458000,0.13251,0.88697,1.8315,128.35,0.16235,2.4995,25.376,0.1048,0.81946,0.34635,0.47349,0.38958
5466500,0.15784,0.77098,1.9783,195.26,0.1893,2.8688,22.245,0.089716,0.38374,0.12018,0.52419,0.46369
5487980,0.17727,1.0413,2.3958,145.36,0.73269,1.9226,8.3426,0.25371,1.2999,0.30748,0.65789,0.67335
5488200,0.18437,0.93527,4.4374,161.08,0.65376,1.8483,7.038,0.30656,1.348,0.32739,0.67169,0.77053
5489000,0.17032,1.0162,2.6165,159.29,0.72633,2.002,7.9246,0.29206,1.5193,0.30436,0.66801,0.66775
5495000,0.18529,0.86808,2.3393,147.98,0.70442,1.8322,6.645,0.25901,0.96283,0.41262,0.68643,0.68375
5495500,0.19169,0.92437,2.5287,169.34,1.0701,1.9404,6.0046,0.29907,1.1708,0.30272,0.71188,0.74819
5501000,0.18734,0.8851,3.0006,164.5,0.78009,1.9405,7.8848,0.27122,1.1334,0.31763,0.70007,0.68121
5503800,0.19198,0.99714,3.3469,183.36,1.0333,1.6017,5.5108,0.52655,1.2644,0.51063,0.71934,0.89875
5507600,0.18745,0.93911,3.7079,207.99,1.1576,1.5409,5.1979,0.4777,1.3874,0.44317,0.75573,1.2024
5508805,0.16831,0.87722,2.6782,168.37,0.80717,1.8946,8.9648,0.32761,0.862,0.30276,0.69923,0.77166
5514500,0.18643,0.93619,2.9484,190.68,1.0482,1.9581,7.0962,0.25868,1.0669,0.28281,0.69792,0.72425
5525500,0.19878,0.58538,2.2751,153.11,0.25526,2.1025,10.015,0.16179,0.76044,0.41656,0.57728,0.5988
5556500,0.17499,0.65085,2.73,182.97,0.13715,2.2222,17.441,0.12518,1.4487,0.14982,0.57142,0.59233
5584500,0.15321,0.85934,3.0906,234.05,0.42178,2.2109,10.175,0.1663,0.63903,0.22299,0.57585,0.61883
5585000,0.13455,0.92293,1.9541,172.97,0.69191,2.3411,10.695,0.17235,0.32999,0.16165,0.52654,0.59046
5591550,0.19816,0.62183,4.1729,161.67,0.19403,1.8495,12.267,0.21982,0.97245,0.24511,0.59959,0.73296
5592050,0.18742,0.77592,4.5087,166.21,0.37349,2.0886,11.486,0.21212,0.98556,0.27865,0.64,0.86055
5592575,0.21359,0.67808,3.9182,175.97,1.2402,1.8506,5.968,0.41234,1.0249,0.43534,0.73088,0.91227
5593575,0.22885,0.74157,2.6902,196.14,1.833,1.8626,5.1558,0.40217,1.2523,0.33135,0.77716,0.76193
5593900,0.21086,0.69218,4.0065,181.51,0.97636,1.8975,7.3937,0.37682,1.6166,0.41828,0.72044,0.86821
5595730,0.21723,0.68287,4.4632,200.93,1.0271,1.6496,5.5502,0.49808,1.4603,0.50983,0.74262,0.91673
6037500,0.19541,2.2291,1.2793,224.68,0.020006,10.273,53.064,0.034573,0.054396,0.03876,0.40848,0.099769
6043500,0.18935,3.9045,2.1531,111.68,0.061893,4.7081,83.778,0.03826,0.10645,0.054366,0.44653,0.29224
6154410,0.069781,0.95659,1.9338,39.057,0.11694,2.1998,99.508,0.097727,0.84145,0.24835,0.34943,0.23373
6188000,0.28709,15.41,2.5148,138,0.17374,3.5613,44.385,0.067373,0.15499,0.099694,0.47299,0.50835
6191500,0.21061,6.852,2.2278,139.4,0.025522,2.8486,87.349,0.029811,0.061806,0.031877,0.39796,0.35901
6221400,0.22886,12.888,3.6734,126.44,0.074592,2.577,27.514,0.092706,0.12429,0.088188,0.24308,0.67853
6224000,0.22592,9.3455,3.5411,84.004,0.046028,2.4528,45.473,0.070221,0.13371,0.090874,0.24778,0.57286
6278300,0.22819,10.5,2.4106,121.68,0.12176,2.1744,27.727,0.10951,0.20576,0.11422,0.35593,0.48998
6280300,0.21494,6.9672,2.3062,158.59,0.097271,3.9311,56.333,0.063545,0.12696,0.070216,0.34442,0.40369
6289000,0.12557,2.7905,2.3856,104,0.035985,4.3108,133.82,0.034601,0.079817,0.032531,0.301,0.23989
6291500,0.10441,3.0348,3.2012,133.24,0.061491,1.9703,47.822,0.06709,0.077887,0.05789,0.31832,0.30535
6311000,0.17332,5.7342,2.7367,81.641,0.42163,3.0513,69.236,0.098138,0.13673,NaN,0.42884,0.44182
6332515,0.011277,0.17644,3.3479,91.357,3.2191,1.5856,9.072,0.35483,0.53798,0.20238,0.33176,0.43068
6339100,0.012321,0.17092,2.6434,88.551,1.2603,1.4971,9.9726,0.27092,1.1654,0.28392,0.27674,0.64209
6339500,0.0078639,0.25762,3.3559,88.868,1.258,1.4936,10.066,0.22714,0.48337,0.25306,0.22156,0.50728
6344600,0.013271,0.19413,3.0945,88.174,0.65903,1.3024,6.4476,0.31534,0.54134,0.31516,0.28553,0.51543
6350000,0.0109,0.41727,2.6242,76.665,0.85606,1.5634,16.517,0.18033,1.0972,0.35862,0.26234,0.38972
6352000,0.01099,0.36294,3.505,129.73,0.71952,1.5299,16.326,0.19294,0.60493,0.21862,0.22919,0.54195
6353000,0.0101,0.37569,3.332,92.141,0.78552,1.4755,16.219,0.15594,0.37184,0.1785,0.26949,0.8959
6354000,0.013044,0.38902,3.9291,90.463,0.99458,1.5691,12.382,0.14359,0.39251,0.14724,0.29855,0.74371
6360500,0.0175,0.50428,3.7243,88.941,0.8025,1.4072,9.9481,0.21901,0.61592,0.23881,0.3414,0.96255
6404000,0.053095,1.2905,3.2998,89.567,0.40697,1.7063,11.956,0.19868,0.41129,0.21063,0.50822,0.5917
6406000,0.032338,0.6444,3.2976,76.669,0.63478,2.634,109.31,0.11741,0.17453,NaN,0.3997,0.45615
6408700,0.096358,0.48299,0.97718,15.878,0.22311,8.5868,NaN,0.022329,0.099071,0.029976,0.27143,0.14137
6409000,0.031492,0.58335,1.6052,76.434,1.7988,4.2887,40.931,0.083238,0.22016,0.066055,0.30029,0.19876
6431500,0.061669,0.71911,1.8267,75.543,0.28549,5.3557,76.587,0.049669,0.16321,0.049446,0.32191,0.14602
6440200,0.033876,0.86397,2.6831,116.53,0.91525,1.1362,2.8955,0.51795,0.64994,NaN,0.63197,0.90804
6441500,0.019751,0.51261,3.4633,118.2,1.0072,1.3462,13.227,0.26632,0.33234,0.63388,0.42914,0.96323
6447000,0.022128,0.76342,2.6705,70.456,2.5914,1.6525,6.1653,0.32955,0.41776,NaN,0.60124,0.64198
6447500,0.013104,0.36395,1.2005,95.77,5.5331,2.7233,20.724,0.11102,0.56425,0.17877,0.24542,0.24354
6450500,0.020049,0.37527,1.9445,93.977,5.4854,3.0001,24.224,0.089459,0.78229,0.1124,0.28174,0.20233
6452000,0.018973,0.67111,1.6266,89.459,2.8053,1.9509,10.727,0.15059,0.44058,0.16646,0.39459,0.45063
6453600,0.028687,0.66349,4.2727,100.68,1.2095,2.0255,16.651,0.1524,0.70181,0.29889,0.41877,0.61293
6464500,0.016367,0.38708,1.3104,80.647,1.5466,2.4072,20.452,0.10446,0.27461,0.10081,0.2983,0.29129
6468170,0.025274,1.0818,6.168,82.814,0.12884,1.2893,14.175,0.11272,0.21794,0.10548,0.16301,0.92561
6468250,0.028361,1.1197,4.3799,92.406,0.099254,1.189,13.532,0.10069,0.25656,0.095064,0.1756,0.82873
6470800,0.041974,1.1568,4.9139,101.79,0.19819,1.2991,10.981,0.14947,0.20468,0.12167,0.29165,0.99009
6477500,0.014641,1.3216,2.904,109.11,0.47922,1.399,16.32,0.20011,0.33412,0.17726,0.37128,0.88548
6479215,0.044035,0.80667,4.3921,103.15,0.31094,1.4423,9.1829,0.20407,0.35116,0.20827,0.37432,0.82252
6479438,0.049503,0.84677,4.7075,101,0.3149,1.7862,20.337,0.12999,0.27335,0.1227,0.38443,0.72343
6601000,0.064754,0.56327,2.8497,106.65,0.6468,4.3261,39.148,0.10819,0.246,0.13992,0.38433,0.23714
6614800,0.17615,13.096,2.4765,214.37,0.056719,2.4801,44.846,0.078854,0.14633,0.081755,0.2805,0.50411
6622700,0.17688,11.051,3.4706,114.78,0.15906,2.5228,18.424,0.11786,0.3245,0.137,0.33193,0.39776
6623800,0.15585,14.855,2.3331,208.67,0.08734,2.6814,36.584,0.076582,0.088307,0.075278,0.31325,0.42456
6632400,0.15592,15.435,3.0865,93.156,0.11566,1.9151,22.505,0.1026,0.26201,0.094387,0.31768,0.47855
6746095,0.3431,14.147,4.9188,300.64,0.025835,2.1024,42.537,0.080158,0.085749,NaN,0.27725,0.56581
6784000,0.025593,0.34435,1.5358,89.772,1.9785,2.7575,13.733,0.1295,0.4385,0.12185,0.33486,0.17303
6803510,0.058552,0.8339,0.86299,101.53,4.9611,2.7268,11.079,0.2896,1.1918,0.24323,0.44938,0.23859
6803530,0.065637,0.90034,1.1124,120.37,1.8253,2.7273,24.482,0.2327,1.0714,0.18512,0.52017,0.24389
6814000,0.10734,1.0488,2.4977,123.18,1.4441,2.1429,11.788,0.29793,0.41553,NaN,0.61221,0.60903
6847900,0.0036329,0.60394,3.0981,68.952,11.3,2.0792,12.294,0.23668,0.67184,0.26932,0.46736,0.56536
6853800,0.02786,0.72962,2.4211,138.93,3.6243,2.0558,12.945,0.34239,1.4391,0.47985,0.5144,0.74924
6876700,0.038396,1.2454,2.1221,94.564,2.0474,1.9609,9.8531,0.2193,0.19094,0.39188,0.46441,0.53556
6878000,0.073744,1.0281,1.7157,95.173,6.8261,2.8453,13.938,0.31892,1.2744,0.30684,0.5803,0.36449
6879650,0.10612,1.3677,3.1942,105.18,0.088371,1.4976,Inf,0.14127,1.1902,0.12966,0.53783,0.54536
6885500,0.10746,1.0719,1.6675,124.25,2.0339,2.2129,11.433,0.28543,1.6179,0.35547,0.59562,0.49156
6888500,0.1271,1.0184,2.293,140.76,0.49564,2.7222,30.278,0.14657,0.71178,0.175,0.54439,0.47158
6889200,0.1381,0.88307,2.0388,105.61,1.2889,2.3455,12.943,0.26002,0.74774,0.31611,0.62794,0.53276
6889500,0.13574,0.9346,1.8333,114.96,1.2838,2.3513,13.393,0.19977,0.67016,0.20004,0.62573,0.47762
6892000,0.15073,0.9257,2.3206,139.85,0.94107,1.9779,9.7688,0.30479,1.0143,0.35952,0.63755,0.62937
6903400,0.17181,1.0878,3.5313,152.63,0.81584,1.6665,5.8992,0.3857,0.90081,0.32161,0.6509,0.90385
6906800,0.18491,0.87574,2.362,179.21,0.71088,1.995,7.218,0.22152,1.4869,0.27116,0.6391,0.64186
6910800,0.13323,0.8726,3.0235,144.34,0.8029,1.8137,8.3924,0.29252,0.51646,0.34346,0.63459,0.87308
6911900,0.1419,0.88614,2.7615,106.01,0.88188,1.9197,10.097,0.39656,1.0221,0.43392,0.65871,1.0687
6917000,0.17131,0.94077,3.9325,165.1,0.46502,1.7435,9.6223,0.27063,0.85656,0.30066,0.6331,0.9855
6918460,0.14683,0.72309,2.284,181.56,0.093566,2.1856,20.955,0.077597,0.39428,0.088967,0.47755,0.45547
6919500,0.14888,0.76266,3.494,229.8,0.44942,1.7636,10.914,0.21647,1.0893,0.22449,0.63438,0.9318
6921070,0.17781,0.68526,2.8471,176.24,0.29553,2.0655,11.455,0.15821,1.0613,0.19877,0.60119,0.59888
6921200,0.17176,0.6497,4.437,191.12,0.32783,1.8053,9.3561,0.26447,1.9767,0.2967,0.59636,0.80771
6934000,0.12691,0.76927,0.9035,203.63,0.16598,2.8149,22.316,0.081693,0.42518,0.10707,0.4456,0.35293
7014500,0.13189,0.84642,0.67827,218.86,0.22966,2.9469,22.247,0.077507,0.5658,0.13453,0.50147,0.31131
7056000,0.18058,0.68583,2.4769,230.05,0.14204,2.0406,14.982,0.1237,1.5131,0.25981,0.51536,0.61766
7057500,0.16552,0.90569,0.84669,216.4,0.04369,4.5169,52.922,0.053908,1.1068,0.15697,0.42787,0.21524
7060710,0.11361,0.71307,1.9799,339.65,0.41443,1.9604,9.0211,0.26222,2.5177,0.25414,0.54874,0.46024
7066000,0.16571,0.80073,0.32973,206.14,0.093491,3.3562,28.33,0.078916,0.85162,0.22048,0.45609,0.26198
7067000,0.15585,0.91464,0.41157,257.24,0.061962,4.2351,38.617,0.056656,1.1694,0.207,0.44105,0.23535
7068000,0.17341,0.87055,0.51098,194.72,0.03249,4.4652,47.966,0.051185,1.1304,0.18188,0.43902,0.19517
7071500,0.11734,0.98653,1.048,255.33,0.049098,4.8695,89.151,0.038774,0.45059,0.047751,0.41343,0.21324
7083000,0.15241,9.0542,2.8821,184.42,0.052439,2.2162,29.641,0.06425,0.099758,0.066522,0.26718,0.47988
7142300,0.0063802,0.78065,4.0224,88.579,4.025,2.0638,15.246,0.23728,0.56424,0.29294,0.30188,0.70427
7145700,0.16351,0.93489,1.7321,124.47,2.9344,2.2495,11.722,0.33811,1.6826,0.35173,0.72148,0.50048
7148400,0.026924,0.66983,2.862,147.93,1.6132,2.3019,13.648,0.1504,0.39714,0.21301,0.43185,0.48998
7149000,0.03629,0.6012,2.0746,138.27,1.6126,2.7681,18.862,0.14424,0.91215,0.15696,0.39557,0.31701
7151500,0.087962,0.727,1.5523,120.81,1.8146,2.9814,16.741,0.17338,1.1128,0.19746,0.52944,0.34492
7167500,0.16279,0.91092,3.3351,136.63,0.56604,2.0547,16.003,0.2319,1.8113,0.2526,0.57133,0.77397
7180500,0.1379,0.88417,2.4656,141.22,0.84169,3.0663,28.465,0.20292,0.94632,0.23856,0.56642,0.46535
7184000,0.20589,0.98923,2.9379,191.27,0.85376,1.6301,5.9256,0.40343,1.4828,0.32406,0.68473,1.2426
7195800,0.14365,0.7312,0.85558,230.68,0.14862,2.1331,13.538,0.1818,0.79559,0.17141,0.47843,0.26785
7196900,0.17951,0.64257,3.4714,234.06,0.19115,2.1943,12.037,0.20174,0.88977,0.21945,0.54628,0.61625
7197000,0.15817,0.70323,1.5995,225.53,0.11344,2.2103,18.291,0.10716,0.61479,0.22714,0.49796,0.42738
7208500,0.038758,1.8655,1.9475,96.444,1.9523,2.5147,23.206,0.08461,0.14984,0.09245,0.31702,0.3316
7226500,0.0053838,4.7893,2.8193,63.67,0.5179,0.92622,Inf,0.80243,1.0484,0.60346,0.90524,0
7261000,0.21041,0.50127,5.6706,258.66,0.14834,1.7209,11.286,0.19569,0.62503,0.19238,0.57387,0.97329
7263295,0.20822,0.49008,4.2261,201.67,0.26051,1.4089,6.5364,0.32495,0.81939,0.3097,0.60367,0.86864
7290650,0.18265,0.61177,1.3798,247.74,1.1797,2.9089,9.8871,0.21259,1.5309,0.51321,0.62836,0.46745
7291000,0.17962,0.57469,0.69483,216.61,0.30145,3.8017,26.744,0.20924,1.4601,0.41274,0.57101,0.3131
7292500,0.18797,0.67434,0.86926,247.4,0.27726,3.8399,17.782,0.16617,0.93105,0.16968,0.59261,0.30116
7295000,0.21186,0.66986,1.1517,325.35,0.29783,3.2555,13.909,0.19878,0.87806,0.22674,0.58994,0.36389
7299670,0.025344,1.1627,2.3515,118.92,12.799,2.7143,11.192,0.43413,1.5808,0.55204,0.41827,0.19367
7301410,0.0086708,0.48427,2.9028,125.13,5.3372,2.2659,12.303,0.12353,0.58287,0.12843,0.31976,0.44797
7301500,0.013837,0.6576,3.0781,115.38,3.1748,2.009,11.045,0.1764,0.75996,0.22392,0.39604,0.568
7315200,0.043748,1.044,3.6304,190.78,1.7294,1.428,13.296,0.48812,0.9037,0.55655,0.61339,0.88612
7315700,0.077188,0.97432,3.2633,230.54,2.0513,1.7678,7.8978,0.36884,0.79825,0.33002,0.53819,1.0612
7335700,0.28837,0.55738,4.168,225.11,0.13937,1.4782,8.2305,0.24639,3.0973,0.2414,0.57675,1.2154
7340300,0.26201,0.61443,1.6483,209.8,0.18068,1.998,8.3629,0.18542,0.86045,0.22875,0.60358,0.4708
7346045,0.10803,0.6072,4.6595,268.29,0.15636,1.4862,9.3227,0.19285,0.60062,0.2002,0.42296,0.91655
7359610,0.23746,0.63508,1.0508,215.25,0.11775,2.355,11.314,0.12814,1.291,0.2239,0.55003,0.35954
7362100,0.13642,0.65886,3.2533,326.18,0.65709,1.9425,5.1022,0.23836,0.49211,0.21808,0.48896,0.75114
7362587,0.23906,0.49667,3.7085,176.36,0.28287,1.486,5.5211,0.29558,0.98467,0.25778,0.58988,0.78078
7373000,0.15719,0.69201,1.2326,285.38,0.16771,3.6678,23.36,0.16617,1.4083,0.16579,0.57341,0.26732
7375000,0.18004,0.68529,0.4683,281.51,0.19274,4.3088,20.492,0.21106,0.61615,0.12142,0.53355,0.25833
7376000,0.15341,0.65583,0.56534,239.65,0.23271,4.4856,19.382,0.1136,0.57532,0.17196,0.4758,0.29068
8013000,0.15313,0.48583,1.8547,243.03,0.44683,1.9818,4.7614,0.19846,0.35274,0.096231,0.44771,0.63959
8014500,0.14857,0.60373,0.45389,351.41,0.2742,4.2557,17.567,0.13446,0.49275,0.10057,0.47235,0.33623
8023080,0.18628,0.49171,4.0077,272.12,0.80363,1.6654,7.1718,0.5466,0.82449,0.60163,0.69069,0.99069
8025500,0.16744,0.47961,2.5789,292.37,0.8918,2.4034,7.8414,0.21387,0.93411,0.28935,0.61742,0.57448
8029500,0.15863,0.67408,0.88265,311.79,0.37238,4.4128,18.302,0.16519,0.83753,0.30614,0.57693,0.27485
