gauge_id,IE_effect,SE_effect,IE_thresh_signif,SE_thresh_signif,IE_thresh,SE_thresh,SE_slope,Storage_thresh_signif,Storage_thresh
5454000,0.072594,0.63529,0.49815,4.81E-12,0.75793,22.646,0.33018,0,32.929
5458000,-0.079671,0.87652,0.52574,2.22E-15,0.77656,25.271,0.32215,0,40.211
5466500,0,0.70834,1,1.63E-05,5.39E-09,13.754,0.23051,2.55E-12,23.984
5487980,0,0.72663,1,0,1.10E-08,29.77,0.64919,0,43.2
5488200,0,0.75039,1,0,5.17E-09,22.658,0.51248,0,39.337
5489000,0,0.75381,1,0,1.03E-08,22.295,0.47228,0,34.446
5495000,0,0.74481,0.80345,0,0.25222,21.131,0.49979,0,32.641
5495500,0,0.72687,1,0,6.42E-09,19.556,0.50061,0,29.032
5501000,0,0.72149,0.53136,0,0.62342,18.686,0.4626,0,29.178
5503800,0.065256,0.61246,0.68609,0,0.4867,25.571,0.63022,0,33.397
5507600,0,0.66813,1,0,6.89E-09,28.521,0.65476,0,41.576
5508805,0,0.71439,1,0,6.40E-09,27.825,0.57285,0,39.156
5514500,0,0.687,0.91533,0,0.10949,35.338,0.75917,0,42.978
5525500,0,0.67924,1,5.95E-11,2.87E-09,15.242,0.3911,0,25.517
5556500,-0.062782,0.70383,1,4.55E-14,6.73E-09,28.611,0.40018,0,38.688
5584500,0,0.77079,1,7.22E-15,2.21E-08,21.781,0.38557,0,31.054
5585000,-0.080953,0.84542,1,6.06E-14,7.89E-09,20.602,0.33615,0,29.338
5591550,0.069835,0.64312,1,2.46E-12,3.13E-09,17.26,0.42328,0,26.865
5592050,0,0.72405,1,0,4.68E-09,20.975,0.49909,0,31.079
5592575,0,0.62494,1,0,2.69E-09,26.03,0.68705,0,35.672
5593575,0,0.68101,1,0,6.37E-09,29.59,0.78116,0,38.287
5593900,0,0.66979,1,0,2.85E-09,21.383,0.61288,0,30.822
5595730,0,0.61993,1,0,4.05E-09,40.811,1.029,0,53.524
6037500,-0.099019,0.18774,1,1,3.71E-10,1.36E-05,0.029386,1,1.98E-05
6043500,0,0.37605,1,0.5419,1.42E-10,4.9187,0.10483,0.16859,12.057
6154410,0,0.92109,1,0,1.08E-07,93.226,0.68156,0,92.424
6188000,-0.075192,0,1,1,2.44E-09,4.07E-08,0.14971,1,2.66E-07
6191500,-0.1078,0.15861,1,1,7.60E-09,1.74E-07,0.078156,1,2.46E-07
6221400,-0.24108,0.49469,1,1,6.59E-09,2.54E-07,0.13781,0.80632,2.1316
6224000,0,0.33028,1,0.88441,8.02E-11,1.1414,0.15477,0.37271,7.0043
6278300,-0.38413,0.61648,1,0.6836,4.12E-09,3.6571,0.23758,0.20712,11.431
6280300,-0.11767,0.21813,1,1,1.06E-10,1.85E-07,0.10545,1,0.0001154
6289000,-0.27675,0.45255,1,0.00021689,3.49E-08,25.818,0.17464,4.47E-06,33.893
6291500,-0.29603,0.62069,1,1,3.81E-08,44.787,0.28429,0.010102,54.981
6311000,-0.11244,0.68191,1,0.088022,1.60E-10,8.725,0.19006,0.001374,16.485
6332515,0,0.71859,1,0.022628,3.12E-07,33.938,0.053404,0.00016885,44.946
6339100,0.095835,0.71529,1,0.00023979,2.60E-05,30.884,0.071293,7.52E-05,33.995
6339500,-0.095114,0.86362,1,0.075884,2.77E-08,44.024,0.044541,0.0015211,45.126
6344600,0,0.74737,0.72562,0.00089633,1.2075,25.72,0.068049,0.00041621,30.902
6350000,0,0.68174,1,0.087234,1.45E-07,15.597,0.029807,0.013586,24.857
6352000,0,0.62508,1,0.42376,1.26E-06,8.9865,0.023291,0.16228,16.281
6353000,0,0.63412,1,0.7099,2.43E-07,7.1607,0.016128,0.55651,12.211
6354000,-0.12614,0.70391,1,0.41364,1.16E-06,11.513,0.022777,0.26438,17.047
6360500,0,0.70597,1,0,9.40E-09,75.811,0.472,0,76.913
6404000,0,0.83443,1,0,7.31E-10,31.953,0.22102,0,44.3
6406000,0.12989,0.63323,1,9.18E-10,4.63E-07,28.699,0.0897,0,40.901
6408700,-0.18189,0.43457,1,0.72766,9.55E-07,1.2192,0.0046377,0.25793,4.7337
6409000,-0.16503,0.75584,1,0.00039975,3.11E-07,16.374,0.016414,2.03E-06,22.466
6431500,-0.21554,0.81782,1,0,3.79E-07,101.33,0.30396,0,115.31
6440200,0,0.90335,1,1.10E-07,1.81E-07,21.93,0.145,0,34.481
6441500,0,0.74319,1,1.47E-13,3.20E-06,38.445,0.18095,0,46.556
6447000,0.079665,0.76769,1,1.97E-10,1.21E-08,15.166,0.052407,1.11E-16,21.646
6447500,-0.13602,0.70081,0.70138,0.022969,0.68303,18.783,0.023159,0.001545,28.316
6450500,-0.042501,0.76806,1,2.01E-07,1.18E-05,37.246,0.060542,3.66E-10,45.122
6452000,-0.27195,1.0507,1,1.08E-05,4.21E-08,17.167,0.054063,5.01E-10,25.408
6453600,0,0.76296,1,1.68E-09,1.67E-07,37.972,0.12722,0,40.693
6464500,-0.16364,0.79039,1,0.013651,9.79E-07,10.778,0.021265,0.0001652,24.254
6468170,0,0.52693,1,1.65E-07,2.21E-07,61.847,0.29207,0,127.91
6468250,-0.1022,0.56275,1,3.77E-05,1.60E-07,44.994,0.17438,4.43E-05,61.543
6470800,-0.06832,0.57207,0.78083,1,0.74129,0.0001851,0.050813,0.73587,4.7169
6477500,0,0.64917,1,9.62E-06,5.46E-07,27.979,0.071289,6.83E-10,33.69
6479215,-0.14815,0.63018,1,0.27369,1.48E-07,7.1253,0.070725,0.021975,16.547
6479438,-0.11972,0.6464,1,0.39566,2.72E-08,7.4158,0.075231,0.17178,14.04
6601000,0.12289,0.7654,0.038476,2.93E-11,2.6707,29.915,0.11918,0,39.735
6614800,-0.069315,-0.15327,1,1,4.02E-09,2.44E-08,0.08708,1,3.21E-08
6622700,-0.1617,0.16264,1,1,8.96E-09,4.97E-08,0.11058,1,1.97E-08
6623800,-0.30359,0.015046,1,1,7.65E-09,3.90E-08,0.056259,1,5.06E-08
6632400,-0.16129,0.10967,1,1,8.07E-09,1.23E-08,0.097464,1,2.12E-08
6746095,-0.25934,0.077077,1,1,69.12,1.05E-08,0.21333,1,1.55E-08
6784000,-0.095898,0.88815,1,0.012297,4.66E-07,8.7473,0.02318,3.67E-07,19.182
6803510,0.095723,0.85692,0.00086298,0,8.3481,116.9,3.4314,0,112.68
6803530,0.15071,0.70501,0.0011416,0,5.0857,47.5,0.4611,0,55.92
6814000,0.14309,0.66082,1,0,15.496,41.159,0.63023,0,49.172
6847900,0.32014,0.44986,0.00038143,0.023268,6.5829,78.716,0.075956,0.0001498,38.312
6853800,0,0.7318,0.95459,4.81E-11,0.14074,29.417,0.12268,0,44.751
6876700,0,0.80193,0.63364,0,0.92856,70.916,0.49788,0,65.665
6878000,0.11785,0.78742,0.0042144,0,3.8724,37.063,0.36709,0,50.64
6879650,0,0.59862,1,0,2.59E-08,68.512,0.94592,0,61.949
6885500,0.21019,0.67201,0.0023501,0,3.732,39.749,0.56853,0,45.341
6888500,0.061169,0.72747,0.034191,0,2.5902,39.723,0.57519,0,47.331
6889200,0.070062,0.73572,0.10143,0,2.0757,28.765,0.47748,0,39.616
6889500,0.062292,0.79638,0.66828,0,0.60677,32.388,0.54463,0,44.35
6892000,0.13137,0.67499,0.033498,0,1.9928,24.8,0.45979,0,34.992
6903400,0,0.6415,1,0,7.46E-10,29.988,0.69228,0,39.131
6906800,0.040384,0.75718,0.8648,0,0.19618,31.487,0.66533,0,45.428
6910800,0,0.64614,0.29363,0,1.2984,33.615,0.54443,0,53.912
6911900,0,0.66682,1,0,1.42E-08,60.522,1.1232,0,69.664
6917000,0,0.74162,0.22463,0,1.6033,34.776,0.65715,0,48.969
6918460,-0.062249,0.85837,0.86078,0,0.22222,52.955,0.57221,0,64.912
6919500,0,0.69234,0.85534,0,0.22542,33.586,0.47784,0,48.111
6921070,0,0.77668,1,0,1.35E-08,29.495,0.49243,0,40.498
6921200,-0.048504,0.73832,1,0,5.17E-09,32.744,0.57602,0,44.867
6934000,-0.055924,0.90874,0.9988,0,0.002132,22.656,0.28367,0,36.764
7014500,0.051404,0.8227,0.87625,0,0.18734,43.248,0.47427,0,53.336
7056000,0,0.77626,0.36651,0,1.0841,26.892,0.46313,0,37.773
7057500,-0.023415,0.82715,0.7839,0,0.34291,31.218,0.30067,0,44.276
7060710,0,0.78191,0.65655,0,0.71861,34.368,0.41754,0,46.878
7066000,-0.044759,0.86834,0.91244,0,0.13448,31.022,0.38836,0,41.122
7067000,-0.098241,0.87864,0.25981,0,1.0687,21.809,0.23097,0,35.753
7068000,-0.048483,0.9214,0.06743,0,1.6688,32.509,0.30138,0,43.28
7071500,0.070872,0.67063,0.20276,0,1.5647,32.196,0.17613,0,44.795
7083000,-0.39837,0.10037,1,1,28.779,1.17E-07,0.067501,1,1.43E-07
7142300,-0.0092741,0.59381,0.037954,0.0097384,3.4328,14.697,0.012592,1.72E-06,30.923
7145700,0.055405,0.76426,0.025305,0,2.5584,23.51,0.46946,0,34.717
7148400,0.055513,0.75644,0.42119,4.44E-16,0.8713,22.367,0.066583,0,29.426
7149000,-0.0097286,0.83473,0.0261,1.79E-09,2.1639,17.741,0.074853,0,29.562
7151500,0,0.82905,0.053977,0,2.0935,24.875,0.2354,0,37.254
7167500,0,0.66171,0.23138,0,1.9637,39.075,0.82572,0,50.738
7180500,0.044738,0.75461,0.010319,0,3.2466,32.421,0.48494,0,40.155
7184000,0,0.76912,1.94E-05,0,4.4076,38.788,0.76082,0,51.427
7195800,-0.041599,0.83342,0.9325,1.67E-14,0.12338,29.914,0.33696,0,43.169
7196900,0.092181,0.67281,1,0,4.14E-09,27.641,0.48266,0,47.138
7197000,0.066222,0.77068,1,0,1.37E-06,30.036,0.41972,0,45.327
7208500,-0.055744,0.53608,1,0.86702,2.85E-07,1.2323,0.029398,0.19936,9.485
7226500,0,0.58739,0.85503,1.80E-11,0.31173,29.015,0.024753,0,35.985
7261000,-0.097613,0.72792,1,4.96E-13,1.64E-09,19.753,0.40933,0,32.834
7263295,0,0.62241,1,0,1.99E-09,22.961,0.49186,0,35.16
7290650,0.23103,0.73415,0.52751,0,0.64784,33.273,0.49756,0,48.386
7291000,0.19458,0.74539,0.30242,0,1.3769,42.969,0.58123,0,54.918
7292500,0.17905,0.75318,1,0,2.04E-06,38.731,0.45669,0,51.014
7295000,0.18898,0.66856,1,0,4.82E-09,24.861,0.46174,0,40.161
7299670,0.075071,0.60803,0,0,30.318,78.353,0.32267,0,85.758
7301410,0.064713,0.61482,0.64338,2.96E-05,0.69271,17.445,0.015116,2.15E-11,29.208
7301500,0.072017,0.63587,0.083513,3.87E-12,1.939,35.879,0.057806,0,44.279
7315200,0,0.62836,1,3.88E-07,3.72E-08,26.125,0.18961,1.23E-11,38.851
7315700,0,0.75675,1,2.10E-09,2.20E-08,25.316,0.28198,1.11E-16,35.894
7335700,-0.063803,0.70117,1,0,7.95E-10,20.9,0.61033,0,33.399
7340300,0.059284,0.81079,1,0,6.13E-09,22.197,0.5582,0,35.961
7346045,-0.18961,0.85238,1,2.31E-09,7.01E-11,24.399,0.20158,0,38.263
7359610,0,0.90379,1,0,3.93E-09,28.186,0.58324,0,41.861
7362100,0.05942,0.72184,0.55494,0,0.74621,29.415,0.40912,0,42.508
7362587,0,0.68764,1,0,1.22E-09,28.225,0.68785,0,42.141
7373000,0.078312,0.80643,0.082871,0,2.191,30.112,0.32575,0,45.758
7375000,0.12051,0.80028,0.60797,7.77E-16,0.71647,31.369,0.38945,0,46.404
7376000,0.064107,0.87491,0.24184,0,1.3321,37.545,0.43168,0,51.265
8013000,-0.12187,0.99362,1,2.54E-12,1.00E-06,24.752,0.3617,0,40.375
8014500,-0.031359,0.91758,1,0,1.58E-05,28.688,0.32402,0,42.105
8023080,0,0.70175,0.64412,2.72E-10,0.65859,19.103,0.39666,0,34.042
8025500,0.064805,0.755,0.049827,0,2.1939,23.579,0.39505,0,38.24
8029500,0.053312,0.81157,1.81E-06,0,5.091,28.57,0.30701,0,44.502
8050800,0,0.60384,0.26282,0,2.0442,71.186,1.0081,0,75.065
8066200,0.16268,0.64581,0.13672,0,1.9924,31.229,0.46401,0,43.2
8066300,0.098645,0.73608,0.10035,1.44E-15,2.2244,25.593,0.25334,0,38.643
8070000,0.10091,0.74062,1,0,1.69E-07,38.119,0.39663,0,48.877
8070200,0.11506,0.75813,1,6.66E-16,3.25E-08,31.1,0.29993,0,44.257
8079600,0,0.6458,0.60392,7.10E-10,0.73203,23.753,0.22658,3.38E-12,28.127
8082700,0,0.68344,1,0,49.182,97.833,0.99175,0,109.64
8086212,0.1056,0.67402,0.82376,0,0.60302,48.846,0.21307,0,57.689
8086290,0.080001,0.69177,1,0,3.62E-07,59.749,0.26947,0,72.027
8101000,0.059338,0.62615,1,0,1.41E-08,51.691,0.33162,0,58.951
8103900,0.055393,0.62622,0.15331,0,2.4982,42.706,0.26306,0,52.608
8104900,0.076295,0.63429,3.63E-05,0,6.1845,63.009,0.48564,0,71.747
8109700,0,0.7527,0.10654,1.50E-13,2.6356,33.507,0.21518,0,48.468
8150800,0.11843,0.70778,0.0098642,0,6.3102,45.201,0.13127,0,51.76
8155200,0.079669,0.55275,0.64641,0,1.0846,72.994,0.44014,0,65.566
8158700,0.07384,0.52458,0.54461,0,1.3989,50.621,0.27408,0,60.434
8158810,0.11779,0.51777,0.83899,0,0.56217,68.203,0.48915,0,73.152
8164000,0.18355,0.73177,0.061259,0,2.5527,39.526,0.42092,0,50.311
8164300,0.19625,0.63339,0.0006504,0,5.4751,51.14,0.45663,0,56.304
8164600,0.22309,0.63114,0.032635,0,3.9471,63.453,0.67677,0,70.872
8165300,-0.074774,0.89237,0.0011848,0,7.5194,52.241,0.12672,0,59.111
8171300,0.16562,0.62424,1,0,28.229,76.683,0.40832,0,88.554
8175000,0.14105,0.72491,0.053628,1.11E-16,3.6059,62.492,0.33602,0,73.293
8176900,0.17127,0.73533,0.0070409,0,4.7525,55.113,0.27477,0,62.659
8178880,0.091774,0.77693,2.49E-06,0,19.58,154.97,0.80149,0,168.15
8189500,0.08707,0.82961,0.0010909,0,5.1207,58.06,0.33307,0,73.715
8190000,-0.069592,0.92911,8.60E-06,0,8.6321,59.507,0.28487,0,61.362
8190500,0,0.7837,0.00019822,0,8.107,80.911,0.22593,0,84.507
8194200,0,0.65484,0.048123,1.39E-11,7.6944,73.678,0.40427,2.19E-12,67.696
8195000,-0.10372,0.93326,0.088975,0,4.2452,82.455,0.35806,0,94.933
8196000,-0.16971,0.9172,0.0042121,0,6.1423,69.067,0.31396,0,70.037
8198500,-0.051876,0.76701,1,0,79.315,139.76,0.76231,0,155.8
8200000,0,0.74682,1,0,108.99,152.29,1.3533,0,167.83
8202700,0.58573,-0.14786,1,0,44.875,101.56,0.28008,0,116.73
8267500,-0.27006,0.42614,1,0.36003,5.86E-08,6.546,0.072237,0.30378,8.9655
8269000,0,0.26581,1,0.42338,2.47E-09,6.0112,0.0508,0.30904,9.1204
8271000,-0.22826,0.39903,1,0.46402,3.99E-08,4.9973,0.088504,0.26171,8.8192
8324000,-0.086367,0.41363,1,1,6.15E-09,4.95E-06,0.013168,1,0.0036054
8377900,-0.097425,0.60153,1,0.070967,5.89E-08,12.419,0.097036,0.0074482,20.344
8378500,0,0.52692,1,0.1892,4.26E-08,8.5655,0.058297,0.080444,13.159
8380500,0,0.76985,0.54825,1.36E-07,1.1133,27.946,0.12867,1.67E-13,39.145
9034900,-0.17066,0,1,1,4.35E-09,3.11E-08,0.081592,1,3.90E-08
9035800,-0.352,0.083849,1,1,2.21E-08,1.41E-07,0.03751,1,7.16E-07
9035900,-0.25446,0.090566,1,1,9.49E-09,1.35E-05,0.048588,1,1.67E-05
9047700,-0.076201,0,1,1,23.625,2.32E-07,0.044467,1,3.06E-07
9065500,-0.19156,0,1,1,7.14E-09,4.04E-08,0.079175,1,5.20E-08
9066000,-0.20766,0.10542,1,1,1.03E-10,6.75E-08,0.07352,1,8.58E-08
9066200,-0.32681,0.12393,1,1,6.89E-09,3.45E-08,0.073915,1,4.45E-08
9066300,-0.22426,0,1,1,3.78E-09,1.04E-07,0.045547,1,1.32E-07
9081600,-0.55054,0.19829,1,1,7.30E-09,5.01E-08,0.052718,1,6.48E-08
9107000,-0.65238,0.31131,1,1,1.89E-08,3.05E-07,0.039136,1,4.31E-05
9210500,-0.10879,0.083314,1,0.89117,1.70E-07,1.2576,0.03863,0.59119,5.4025
9223000,-0.10576,0.084671,1,1,4.38E-08,3.14E-07,0.047367,1,9.24E-06
9306242,0,0.10138,1,1,2.74E-06,0.00057855,0.0034566,1,0.013025
9312600,-0.18991,0,1,1,2.95E-08,1.09E-06,0.025473,1,1.61E-06
9352900,-0.20794,0.30276,1,1,6.42E-11,6.51E-06,0.11018,1,4.40E-05
9378170,0,0,1,1,2.86E-06,6.87E-06,0.010667,1,8.06E-06
9378630,0.082777,-0.16612,1,1,4.31E-07,3.21E-05,0.014322,1,7.58E-06
9386900,0,0.41361,1,1,3.27E-07,0.00022203,0.018388,1,0.00036624
9404450,-0.063718,0.59921,1,1,1.76E-07,156.51,0.22463,1,149.74
9430500,0.12614,0.59557,1,0.74319,4.85E-07,3.0224,0.030662,0.32318,9.3045
9430600,-0.057962,0.71665,1,0.030011,1.20E-08,13.072,0.22742,0.0066565,18.687
9447800,0.10221,0.6327,1,0.14601,1.19E-07,18.521,0.058477,0.0045673,36.202
9480000,0,0.62672,0.33794,0.023793,2.8151,26.652,0.033282,0.00073094,70.185
9484000,-0.4147,0.82301,1,0.04801,2.39E-11,12.407,0.34377,0.005136,19.178
9484600,0,0.72204,1,1.49E-06,4.86E-06,47.564,0.036489,1.44E-09,34.148
9492400,0,0.48883,1,0.39197,5.30E-10,5.209,0.074963,0.087857,12.851
9494000,0.1094,0.565,1,0.075601,7.48E-08,11.3,0.047152,0.0040383,19.262
9497800,0.05045,0.67813,1,2.51E-05,6.58E-08,31.592,0.10753,4.89E-10,47.132
9497980,0,0.77777,1,4.32E-08,1.07E-08,269.51,1.6391,0,66.841
9505200,-0.039216,0.71223,1,0,43.092,135.97,0.97794,0,105.43
9505350,-0.091758,0.55899,1,4.20E-07,1.87E-09,34.083,0.30632,4.01E-10,42.606
9505800,-0.040588,0.71591,1,0,39.516,109.84,0.59327,0,130.04
9508300,-0.21811,0.78512,1,9.99E-16,2.72E-09,36.005,0.67881,0,45.22
9510200,-0.062511,0.72968,1,0,38.692,64.787,0.76052,0,69.594
9512280,-0.10919,0.73672,1,0,8.57E-08,64.956,0.54401,0,66.297
9513780,-0.082223,0.74295,1,0,9.82E-09,56.38,0.86222,0,61.701
10023000,0,0.094448,1,1,2.06E-08,3.06E-06,0.0082368,1,2.08E-06
10166430,0,0.26551,1,0.24749,6.02E-09,6.9275,0.024104,0.0087878,14.636
10172700,-0.094037,0.35967,1,0.59149,4.54E-08,4.7085,0.0080243,0.10355,13.691
10172800,-0.10427,0.3408,1,0.073575,1.55E-08,9.8412,0.12449,0.003956,23.508
10173450,0,0,1,1,3.11E-08,3.26E-06,0.016123,1,3.76E-06
10205030,0,0.068897,1,1,6.08E-07,5.75E-06,0.013049,1,3.90E-05
10234500,-0.074547,0.070172,1,1,2.51E-07,7.46E-06,0.018967,1,1.18E-05
10242000,-0.02577,0.28738,0.43433,1,1.1606,6.20E-06,0.045721,1,2.69E-05
10244950,-0.095909,0.36076,1,0.89601,4.78E-07,1.4779,0.021021,0.19762,12.827
10249300,-0.1702,0.68464,1,0.047935,1.79E-09,21.347,0.24484,0.0051416,23.054
10258000,0,0.63273,1,0,39.58,84.379,0.30751,0,97.069
10258500,0,0.78882,0.85148,0,0.53855,122.47,0.2457,0,90.541
10259000,0.13743,0.75937,1,0,38.673,94.794,0.35171,0,99.967
10259200,0.19824,0.51916,1,5.00E-15,6.14E-08,59.024,0.29988,0,47.399
10263500,0.44971,0.40562,1,1,9.59E-09,479.07,1.5163,1.12E-12,66.75
10310500,-0.16502,0.73241,1,1.74E-11,2.11E-07,122.81,0.19037,6.66E-16,130.71
10316500,-0.097258,0.27135,1,1,7.05E-09,6.45E-06,0.12067,0.36064,8.4572
10329500,-0.2498,0.56988,0.64574,1.06E-10,0.94448,37.422,0.16142,7.44E-13,43.2
10336645,0,0.3075,1,0.9628,3.26E-09,0.57448,0.12002,1,244.03
10336660,0,0.30849,1,0,34.988,395.56,2.4438,0,487.72
10336740,0,0,1,1,4.83E-07,0.00030623,0.0095173,1,186.66
10343500,0,0.31407,0,0,30.649,224.08,0.81958,0,343.95
10348850,0,0.21792,1,0,60.378,260.19,1.4137,0,362.38
10396000,-0.19404,0.56703,1,0.0094365,1.82E-08,13.105,0.14212,0.00018581,22.63
11098000,0.26201,0.70799,0.96354,0,0.12721,99.346,0.62667,0,113.26
11124500,0,0.85206,0.21219,9.44E-15,2.5224,84.706,0.25906,0,94.409
11141280,0.083404,0.90378,1,1.95E-07,7.53E-08,31.513,0.1591,6.66E-16,48.248
11143000,0.24359,0.80602,0.21136,0,1.6384,53.245,0.61063,0,73.526
11148900,0.23634,0.68741,0.080285,0,2.4043,62.029,0.73138,0,78.868
11151300,0,0.83452,0.97768,8.85E-09,0.039657,40.803,0.099425,3.00E-15,49.906
11162500,0.15997,0.82383,0.020123,0,2.4779,58.664,0.43974,0,73.79
11176400,-0.18953,0.93368,0.99914,0,0.0017311,44.797,0.46294,0,50.75
11180500,0,0.69166,0.63163,1.50E-11,0.52251,37.111,0.33836,0,45.039
11180960,0,0.75458,0.29524,2.52E-11,1.1705,34.047,0.46959,0,45.564
11224500,0.094927,0.74074,1,5.51E-05,2.78E-08,39.147,0.086686,1.06E-08,50.392
11230500,-0.17196,0.24441,1,1,1.57E-08,1.23E-07,0.033979,1,1.56E-07
11237500,-0.11304,0.17496,1,1,2.67E-11,1.89E-08,0.072977,1,2.57E-08
11253310,0,0.81726,1,1.54E-13,1.40E-08,47.917,0.13709,0,58.544
11264500,0,0.23222,1,4.53E-12,6.89E-09,292.09,1.823,9.23E-12,332.19
11266500,0,0.27133,1,1.19E-10,9.46E-10,305.08,2.2265,1,208.49
11274500,0,0.86788,1,0,4.789,59.079,0.48438,0,64.737
11274630,0.01152,0.89378,1,0,1.62E-07,70.751,0.38523,0,75.734
11284400,0,0.87328,0.43436,4.77E-13,1.0867,53.472,0.32447,0,81.611
11299600,0.16245,0.85017,0.36868,0,1.0998,56.964,0.76885,0,68.631
11381500,0.065973,0.87479,0.051278,0,1.6508,57.354,0.38719,0,77.867
11383500,0.19301,0.74108,0.0050941,0,2.665,78.44,0.38204,0,99.936
11451100,0.21584,0.70187,0.17396,3.04E-14,1.5955,47.274,0.67305,0,61.368
11468500,0.2173,0.73329,0.0040228,0,2.629,50.908,0.58284,0,67.245
11473900,0.21018,0.63823,0.10107,1.54E-11,1.5666,49.127,0.41964,0,63.05
11475560,0.24094,0.72713,0.0013588,0,3.4595,66.204,0.72028,0,94.223
11476600,0.19186,0.70417,0.10119,0,1.645,64.141,0.80169,0,81.117
11478500,0.26823,0.54708,0.058092,0,1.6913,45.146,0.71192,0,64.898
11480390,0.073034,0.64983,0.33013,0,1.0202,57.164,0.63375,0,72.355
11481200,0.34765,0.55583,1,9.77E-15,3.53E-09,26.033,0.55187,0,44.535
11482500,0.3021,0.57567,0.13065,0,1.1547,34.263,0.51479,0,53.767
11522500,-0.06911,0.71937,0.83064,4.07E-07,0.22525,36.604,0.34762,1.49E-12,48.945
11523200,0,0.51509,0.010067,0.37473,1.7009,6.1886,0.26252,0.042546,16.216
11528700,0.12996,0.67966,0.051417,0,1.7269,66.262,0.39241,0,80.478
11532500,0.33726,0.65121,3.78E-05,0,2.4527,53.467,0.7723,0,69.397
12010000,0.49692,0.52325,0.00015806,0,2.9639,73.399,0.83246,0,95.859
12013500,0.43562,0.58515,0.016592,0,1.9302,67.827,0.62953,0,87.57
12020000,0.4715,0.50551,1.28E-05,0,4.0446,62.15,0.61522,0,84.509
12025000,0.34531,0.65698,0.17363,0,0.88886,52.303,0.59439,0,66.124
12025700,0.3335,0.57896,0.10964,0,1.0281,41.107,0.71461,0,55.052
12035000,0.48574,0.5294,0.0012356,0,2.1414,57.456,0.67779,0,75.894
12040500,0.55053,0.39901,2.90E-05,0,2.5204,45.985,0.83691,0,68.67
12041200,0.5595,0.36378,0.0024717,1.23E-10,1.8881,41.784,0.63649,0,63.567
12043000,0.48666,0.42576,0.81466,0,0.21423,51.578,0.72272,0,71.704
12048000,0.18548,0.50474,1,0.0021624,1.99E-09,18.975,0.15182,7.94E-07,35.046
12054000,0.41227,0.36212,0.12008,1.27E-07,1.2046,30.862,0.50008,3.98E-12,45.596
12056500,0.42207,0.33635,0.054434,7.70E-08,1.488,33.389,0.65465,1.49E-12,50.911
12073500,0.32462,0.62301,0.022266,0,1.5529,40.35,0.26433,0,53.884
12082500,0.28581,0.48136,0.17635,0.00017684,1.1831,30.946,0.27907,1.61E-08,53.576
12092000,0.28954,0.37226,0.39728,0.10266,0.76514,10.683,0.21361,0.00024675,29.863
12095000,0.2706,0.66901,0.061644,0,1.2585,42.651,0.42404,0,53.101
12114500,0.13571,0.62104,0.17916,0.015997,1.0311,13.351,0.3315,2.47E-07,33.345
12115000,0.16751,0.62464,0.015676,6.95E-07,1.777,28.488,0.39007,1.23E-14,53.051
12115500,0.31542,0.54017,0.066482,3.88E-11,1.3831,32.733,0.58399,0,52.897
12117000,0.32267,0.61737,0.11109,0,1.2645,53.3,0.40956,0,72.583
12141300,0.39655,0.36294,0.062733,0.0068541,1.2645,15.453,0.4355,3.79E-07,32.912
12143600,0.32165,0.47864,0.064471,1.16E-05,1.3468,24.761,0.40097,4.77E-12,47.659
12144000,0.39472,0.40625,0.014767,9.29E-09,1.6006,34.109,0.3893,5.55E-16,58.281
12145500,0.36968,0.62291,0.017001,0,1.4824,49.634,0.62967,0,61.032
12147500,0.41106,0.46853,0.17068,2.31E-10,0.98352,26.57,0.49088,0,49.2
12147600,0.34345,0.35595,1,1.13E-05,5.67E-10,23.051,0.70113,7.04E-13,45.716
12167000,0.41943,0.46219,0.014181,1.75E-11,1.4028,29.219,0.57611,0,48.828
12175500,0.062349,0.25495,1,1,2.30E-10,1.14E-08,0.17742,1,5.70E-07
12178100,0.10207,0.43212,1,0.4127,5.01E-10,4.3687,0.31829,0.0085401,17.858
12186000,0.31454,0.2999,0.67391,0.97444,0.30964,0.22509,0.34852,0.12884,12.182
12189500,0.33627,0.33449,0.98848,0.59585,0.0096449,3.6733,0.28475,0.081907,13.76
12358500,0.078119,0.094585,1,1,1.50E-11,1.25E-08,0.12278,1,1.82E-08
12374250,0.08663,0.089373,1,1,1.81E-08,6.11E-07,0.026338,1,3.50E-06
12375900,-0.089474,0.10717,1,1,1.94E-11,1.16E-08,0.12153,1,1.86E-08
12377150,-0.097854,0.017162,1,1,7.66E-12,5.29E-09,0.11006,1,1.43E-09
12381400,-0.10195,0.017512,1,1,7.56E-11,6.46E-08,0.045554,1,8.45E-06
12383500,0,0,1,1,1.30E-08,1.06E-07,0.039315,1,1.47E-05
12388400,0,0.063992,1,1,1.24E-10,1.01E-07,0.057491,1,1.35E-07
12390700,0,0.14463,1,1,5.78E-09,4.03E-07,0.066073,1,1.78E-07
12411000,-0.14878,0.40878,1,1,1.16E-09,1.94E-08,0.15658,1,3.72E-08
12414500,-0.097979,0.3435,1,1,1.54E-11,1.84E-08,0.11938,1,6.02E-09
12447390,-0.16105,0,1,1,6.78E-09,4.17E-08,0.05147,1,5.18E-08
12451000,0,0.090057,1,1,3.04E-09,1.40E-08,0.095165,1,2.04E-08
12488500,0,0.35613,1,1,1.20E-11,2.02E-08,0.099069,1,3.88E-08
